PM25,PM10,CO,NO,NO2,NOx,O3,PH_RAIN,RAINFALL,RH,SO2,TEMP,UVB,WIND_DIREC,WIND_SPEED
38,45,0.38,0.79,14.94,15.73,34,0,0,66.59,2.2,17.22,0,260.9,0.82
38,42,0.34,0.58,6.52,7.09,54.3,0,0,68.37,2.2,17.11,0,260.88,0.54
35,39,0.35,2.68,28.12,30.8,15.8,0,0,72.31,4.1,15.97,0,261.74,1
30,37,0.31,1.14,11.72,12.86,24,0,0,78.56,1.9,14.68,0,261.76,1.08
20,32,0.42,1.4,8.36,9.76,28.2,0,0,75.01,1.6,15.4,0.2,261.75,0.88
25,38,0.51,7.77,18.91,26.68,25.7,0,0,62.55,5.6,19.02,1.1,249.67,1.47
22,43,0.33,7.65,13.08,20.73,27.8,0,0,48.3,2.7,21.82,2.8,183.33,2.82
15,43,0.32,2.49,8.38,10.88,49.2,0,0,45.51,3.4,23.37,4.5,189.93,3.45
18,46,0.34,2.39,10.7,13.09,56.9,0,0,41.89,3.7,24.33,5.6,192.5,2.54
30,54,0.4,4.63,19.77,24.4,47.8,0,0,47.55,8,24.79,4.6,313.85,2.32
54,96,0.56,3.47,26.54,30.01,64.7,0,0,56.58,9.3,23.59,3.8,6.78,1.85
51,100,0.44,3.75,26.79,30.53,52.7,0,0,50.73,11.6,23.29,2.4,6.21,2.35
45,74,0.44,2.91,22.34,25.25,56,0,0,57.48,8.4,22.35,0.9,19.04,2.39
67,95,0.54,1.85,23.53,25.38,61.6,0,0,60.15,7.7,21.7,0.3,22.73,2.29
117,176,0.9,1.54,46.03,47.57,51.7,0,0,75.35,7.4,19.78,0,13.92,2.35
178,262,0.94,1.29,50.56,51.85,36.1,0,0,81.68,7.3,18.52,0,17.38,2.14
201,279,0.87,1.31,48.93,50.24,28.8,0,0,82.83,7.9,18.14,0,50.52,0.86
196,265,0.98,1.77,42.9,44.68,20,0,0,82.45,5.6,18.3,0,43.39,0.45
165,223,0.78,5.5,41.76,47.26,12.1,0,0,82.18,5.1,17.99,0,11.73,2.42
129,179,0.57,1.13,21.4,22.53,45.3,0,0,78.68,6,17.83,0,13.28,1.63
112,160,0.56,1.02,23.78,24.8,44.1,0,0,79.19,5.1,17.67,0,18.4,2.57
102,146,0.58,2.72,32.64,35.35,17.6,0,0,85.05,5,16.85,0,27.34,2.97
91,134,0.52,1.35,23.92,25.27,17.5,0,0,90.9,5.5,16.27,0,29.82,2.86
68,105,0.51,1.18,19.76,20.95,18.9,0,0,92.35,4.2,16,0,25.27,2.59
38,88,0.5,1.11,17.17,18.28,18.1,0,0,95.46,3,15.63,0,32.44,3.11
23,79,0.47,1.06,16.19,17.26,14.7,0,0,95.81,2.6,15.41,0,30.35,3.37
19,58,0.43,1.12,12.55,13.66,13.5,0,0,95.9,2.2,15.41,0,37,3.57
16,45,0.36,1.16,11.37,12.53,12.4,0,0,96.08,2,15.43,0,37.42,3.47
18,50,0.34,1.64,9.54,11.19,13.6,0,0,96.25,1.8,15.31,0.2,31.95,3.68
22,56,0.33,2.49,7.77,10.26,16.8,0,0,96.34,1.7,15.45,1.2,52.01,4.23
33,56,0.32,4.63,9.68,14.31,19.2,0,0,90.73,2,17.38,2.9,55.17,3.81
39,61,0.33,9.11,14.6,23.72,18.7,0,0,78.71,2.2,18.58,4.6,44.96,4.25
36,66,0.35,9.25,20.4,29.65,25.3,0,0,74.52,3.9,19.71,5.6,72.61,5.13
33,67,0.34,7.79,20.71,28.49,34.9,0,0,63.59,4.3,21.28,5.7,67.02,5.56
33,65,0.29,4.56,16.18,20.75,47.3,0,0,62.35,4.1,21.75,4.8,83.09,5.26
37,64,0.27,3.4,16.2,19.59,52,0,0,64.3,4.4,21.7,3.1,70.5,4.8
34,59,0.29,3.37,18.33,21.7,46.4,0,0,69.65,4.6,20.77,1.4,51.71,3.98
32,57,0.31,3.08,20.47,23.55,36.4,0,0,76.1,4.8,19.45,0.4,34.66,3.72
32,67,0.33,1.7,21.89,23.59,29.7,0,0,82.56,5,17.85,0,26,3.37
46,77,0.36,1.21,24.49,25.7,21.5,0,0,86.13,5,16.86,0,26.91,2.04
52,80,0.47,3.04,29.15,32.18,7.9,0,0,87.2,3.3,16.07,0,19.15,1.43
43,69,0.44,2.67,26.01,28.67,6.4,0,0,87.16,2.2,15.15,0,17.65,1.32
42,50,0.34,1.5,15.11,16.61,16.5,0,0,81.49,1.8,14.32,0,19.87,1.3
27,41,0.32,1.03,7.15,8.18,29.2,0,0,74.76,1.6,14.28,0,6.78,0.88
17,33,0.25,0.86,6.35,7.2,37.7,0,0,66.29,1.6,15.37,0,26.26,1.02
17,33,0.25,0.94,7.93,8.87,40.7,0,0,67.1,2.1,16.73,0,229,0.85
25,41,0.27,0.86,9.44,10.3,36.8,0,0,77.41,1.8,15.27,0,5.97,1.22
24,38,0.32,0.72,8.2,8.92,33.6,0,0,82.46,2.2,14.4,0,4.64,0.51
30,48,0.38,0.8,13.06,13.87,25.9,0,0,85.58,3.3,14.03,0,5.37,1.18
40,71,0.45,0.97,18.53,19.5,14.3,0,0,86.59,4.1,14,0,345.14,0.45
43,74,0.46,1.22,24.58,25.8,12.1,0,0,86.18,4.1,13.88,0,188.335,0.6
42,56,0.34,0.55,9.58,10.13,26,0,0,87.27,2.3,13.18,0,31.53,0.95
36,44,0.31,0.65,6.98,7.63,29.1,0,0,85.91,2,13.49,0.2,12.16,1.01
32,44,0.37,1.08,6.97,8.06,32.7,0,0,76.18,2.2,16.9,1.1,5.41,1.38
34,58,0.32,1.19,7.09,8.28,48.1,0,0,62.65,2.4,20.48,2.6,184.45,2.02
49,67,0.3,1.33,8.74,10.07,58.7,0,0,58.23,3,22.23,4.2,220.8,1.99
53,71,0.32,1.51,10.37,11.87,69.2,0,0,56.01,4.3,23.07,5.2,190.18,3.35
49,72,0.32,1.38,8.4,9.78,69.4,0,0,49.79,3.1,23.86,5.3,208.03,2.49
47,71,0.46,2.14,13.4,15.54,59.3,0,0,52.03,4.4,23.91,4.5,323.74,1.85
67,105,0.59,2.11,13.17,15.28,62.2,0,0,67.03,4.2,22.16,2.7,36.39,2.88
95,136,0.62,1.54,15,16.54,68.6,0,0,68.75,4.8,21.6,1.3,35.26,2.19
105,146,0.67,1.13,18.9,20.02,68.7,0,0,71.61,5.9,20.72,0.3,32.46,2.05
119,166,0.75,0.96,20.58,21.54,63.3,0,0,76.39,6.5,19.37,0,25.61,2.3
136,192,1.04,1.38,49.53,50.91,19.2,0,0,83.61,4.3,17.58,0,32,0.86
134,189,0.85,1.48,34.11,35.59,14.7,0,0,86.96,2.9,16.3,0,38.18,0.85
116,171,0.8,0.97,23.06,24.04,22,0,0,86.7,2.6,16.01,0,35.82,0.45
101,159,0.67,1.02,16.84,17.86,24,0,0,86.11,2.2,16.33,0,15.45,0.68
91,142,0.66,0.94,15.27,16.21,28,0,0,84.9,2.6,17.1,0,9.3,0.49
98,129,0.67,0.71,17.04,17.75,24,0,0,83.85,2.5,17.39,0,10.81,0.45
100,124,0.62,0.69,17.27,17.96,23.8,0,0,84.62,2.5,16.89,0,346.37,0.59
91,124,0.62,1.47,23.08,24.56,28.8,0,0,77.19,3.4,17.92,0,210.35,0.57
88,122,0.53,0.69,12.98,13.67,40.6,0,0,76.83,3,17.79,0,305.23,0.62
76,112,0.49,0.67,18.23,18.9,34.1,0,0,76.62,3.4,17.4,0,1.3,1.01
69,97,0.42,0.49,11.82,12.31,35.4,0,0,80.02,2.8,16.6,0,14.98,1.89
74,89,0.48,1.12,23.6,24.72,23.6,0,0,83.18,3.1,15.96,0,17.53,1.62
67,84,0.43,0.81,11.81,12.62,28.4,0,0,84.71,2.4,15.32,0,14.44,1.1
53,79,0.51,2.69,16.7,19.39,29.8,0,0,78.54,3.1,16.59,0.2,200.27,0.69
55,84,0.55,4.92,19.38,24.3,24.5,0,0,75.7,3.3,17.47,1,26.32,2.11
55,81,0.42,3.45,11.8,15.26,40,0,0,63.13,3.4,20.47,2.5,23.66,2.48
35,60,0.28,2.04,6.7,8.73,45.6,0,0,56.45,2.3,22.14,4.6,14.34,2.63
24,47,0.28,1.93,8.36,10.29,46.4,0,0,55.51,2.6,22.71,4.6,23.2,3.71
42,66,0.43,2.77,12.49,15.25,51.5,0,0,57.46,3.5,22.84,5.5,31.97,3.55
49,84,0.39,2.82,10.65,13.47,51.7,0,0,57.38,3.4,22.84,4.9,59.36,3.67
41,67,0.29,1.68,7.82,9.5,56.9,0,0,54.67,2.8,23.14,3.4,45.17,3.13
50,68,0.46,1.69,10.82,12.51,57.3,0,0,65.86,3.3,21.59,1.6,51.42,4.86
80,100,0.57,1.58,13.94,15.52,47.1,0,0,87.26,3.2,17.01,0.3,45.54,3.88
78,102,0.6,1.11,12.22,13.34,43.8,0,0,91.75,2.7,16,0,37.52,3.61
48,89,0.61,1.03,11.44,12.48,40.2,0,0,92.83,2.6,15.98,0,27.74,3.5
38,92,0.61,1.16,12.28,13.45,35.4,0,0,95.59,2.5,16.01,0,29.01,3.1
35,92,0.59,1.03,11.01,12.04,31.8,0,0,95.79,2.2,16.12,0,26.29,2.65
45,98,0.64,1.07,16.52,17.58,24.7,0,0,95.74,2.4,16.47,0,24.04,2.26
57,106,0.63,1.15,16.34,17.49,24.2,0,0,91.31,2.7,17.22,0,24.8,1.67
70,108,0.65,1.59,20.43,22.01,16.3,0,0,87.47,2.5,17.64,0,12.03,0.95
78,96,0.59,2.5,18.9,21.4,12,0,0,87.18,2.3,17.66,0,27.15,1.42
68,80,0.54,1.91,21.04,22.95,11.1,0,0,86.75,2.1,17.58,0,13.82,1.26
61,76,0.58,8.92,19.68,28.6,7.5,0,0,88.16,2,17.2,0,222.63,1.38
61,84,0.65,28.71,24.39,53.09,0.7,0,0,89.65,2.6,17.15,0,352.2,1.35
58,78,0.55,14.97,22.82,37.79,5.2,4.97,1.4,89.9,2.1,17.19,0,345.35,1.25
48,70,0.58,17.89,20.52,38.41,2.9,0,0.2,91.13,2.2,16.82,0,14.93,1.58
40,67,0.55,7.04,17.57,24.61,3.6,4.79,0.8,91.7,1.8,16.63,0,44.09,1.1
27,44,0.59,4.69,17.19,21.87,8.7,0,0.2,92.32,2.3,15.83,0.1,44.44,3.71
17,28,0.73,3.72,16.05,19.77,12.3,0,0,95.56,2.9,15.07,0.5,16.3,1.81
19,31,0.6,9.72,12.44,22.16,13.7,0,0,95.54,2.1,17.59,2.9,21.59,1.9
19,26,0.25,4.11,6.08,10.19,23.2,0,0,74.08,1.5,22.3,4.3,28.67,2.25
14,19,0.17,2.17,4.42,6.59,28.4,0,0,64.5,1.4,23.45,5.2,30.5,2.6
14,17,0.21,3.18,6.63,9.81,28.7,0,0,63.23,1.6,24.02,5.7,34.93,2.49
15,18,0.22,3.07,5.47,8.54,31.9,0,0,60.27,1.5,24.94,5.4,15.19,1.75
15,25,0.32,3.52,8.86,12.38,33.2,0,0,59.72,1.8,25.63,3.5,326.56,2.59
40,64,0.62,5.28,20.07,25.35,32.4,0,0,66.71,4.2,23.93,1.6,35.07,3.98
73,120,0.77,5.14,25.37,30.51,33.6,0,0,73.93,6.2,21.71,0.4,29.83,2.71
75,120,0.67,2.2,18.48,20.68,37,0,0,77.28,4.3,20.75,0,25.03,2.76
72,118,0.81,2.15,30.29,32.44,25.7,0,0,82.21,4.8,19.6,0,21.73,2.94
80,147,0.96,5.33,42.64,47.97,11.6,0,0,85.65,4.8,18.88,0,25.11,2.84
81,149,0.99,18.51,41.4,59.91,4.7,0,0,86.92,4,18.44,0,20.07,2.45
74,121,0.82,18.18,33.87,52.04,4.7,0,0,86.61,3.2,18.3,0,23.43,2.75
68,98,0.8,31.72,31.24,62.97,2.8,0,0,87.17,3.3,18.1,0,42.37,3.24
61,82,0.95,35.61,29.57,65.18,2.5,0,0,91.83,3.4,16.78,0,32.83,1.99
42,73,0.99,15.68,37.3,52.98,2.5,0,0,95.53,4.6,16.75,0,26.37,1.92
36,72,0.97,14.22,34.16,48.38,2.5,0,0,96.03,3.5,16.45,0,154.34,0.75
29,50,0.35,3.15,16.54,19.69,7,0,0,92.17,2,16.91,0,232.62,1.42
15,28,0.26,2.28,10.56,12.84,9.8,0,0,86.23,1.6,17.22,0,242.345,0.68
13,24,0.18,2.33,11.01,13.34,8.6,0,0,77.82,1.7,17.34,0,252.07,0.9
14,25,0.21,23.4,13.05,36.45,4.6,0,0,84.5,1.8,16.03,0,15.69,2.04
21,28,0.4,34.26,15.96,50.22,1.8,0,0,90.24,2.3,15.47,0,17.95,1.85
21,25,0.52,25.04,15.12,40.16,2.4,0,0,92.55,1.9,15.17,0.2,31.16,2.74
13,21,0.52,8.56,10.67,19.23,8.3,0,0,96,1.6,16.01,1.1,32.48,3.23
17,34,0.45,8.47,9.13,17.61,13.6,0,0,90,1.6,18.39,3.1,30.97,2.61
31,60,0.56,16.89,16.02,32.91,12.9,0,0,79.27,2.3,20.27,4.8,52.93,3.97
38,77,0.57,12.42,20.71,33.13,18.2,0,0,76.73,3.5,20.69,4.9,54.85,3.51
42,69,0.57,6.3,18.82,25.11,33.2,0,0,72.2,3.5,22.17,5.8,42.68,3.67
40,76,0.54,4.11,15.32,19.43,50.5,0,0,74.24,3.9,22.09,5.3,54.23,4.28
39,90,0.54,3.61,16.13,19.75,53.9,0,0,73.17,4.4,22.39,3.9,46.22,3.43
40,91,0.56,3.89,19.51,23.4,49.7,0,0,73.13,4.6,22.52,1.8,65.77,3.44
45,94,0.57,3.62,19.24,22.86,37,0,0,79.96,3.9,20.4,0.5,35.52,3.74
46,89,0.61,2.01,22.17,24.19,26.2,0,0,86.73,3.2,18.41,0,27.56,3.03
39,89,0.63,2.01,24.79,26.8,17.6,0,0,86.37,2.7,18.54,0,201.92,1.45
44,87,0.65,3.99,28.36,32.35,8.8,0,0,83.75,2.5,19.29,0,22.1,1.73
47,79,0.72,14.32,31.91,46.24,3.8,0,0,83.09,2.6,19.59,0,48.06,0.46
37,65,0.57,2.84,18.21,21.05,12.4,0,0,80.67,2.4,20.3,0,153.89,1.16
30,54,0.53,7.03,21.16,28.19,12.5,0,0,80.44,2.7,20.55,0,198.77,0.47
36,62,0.63,16.01,31.67,47.68,2.7,0,0,84.36,3.4,19.49,0,21.87,2.57
41,75,0.55,4.45,24.78,29.22,4.4,0,0,88.43,2.8,18.31,0,25.54,1.93
38,76,0.56,5.22,23.24,28.46,3.1,0,0,88.82,2.4,18.01,0,61.13,0.6
35,66,0.47,2.62,16.75,19.37,5.5,0,0,87.64,2,18.12,0,8.62,0.76
37,55,0.49,22.5,17.12,39.63,4.5,0,0,90.17,2.3,17.29,0,24.66,2.44
30,47,0.56,28.46,20,48.47,2.8,0,0,92.33,2.3,16.48,0,34.17,3.55
12,39,0.49,4.08,24.03,28.11,2.9,0,0,95.88,2.2,16.16,0,23.97,1.64
15,34,0.5,9.79,19.88,29.66,3.3,0,0,96.07,2,16.27,0,35.61,2.84
21,32,0.52,16.06,17.01,33.07,5,0,0,96.09,2.2,15.98,0.2,33.08,2.68
18,25,0.47,6.89,8.88,15.77,11.7,0,0,96.22,1.9,17.52,1.3,16.37,1.72
17,25,0.29,4.89,6.43,11.32,24.7,0,0,77.3,1.8,22.45,3.3,44.37,3.22
32,51,0.55,20.47,19.64,40.1,15.7,0,0,78.19,3.3,21.45,5.3,111.72,4.07
67,91,0.59,22.34,21.75,44.08,16,0,0,81.41,3.2,20.26,6.6,54.1,3.58
69,106,0.47,9.45,17.2,26.65,34.8,0,0,74.1,3.1,21.63,6.6,64.22,4.29
56,86,0.49,4.9,17.47,22.37,53.4,0,0,70.76,3.2,22.78,5.6,88.93,4.26
53,81,0.53,4.5,19.23,23.73,54.6,0,0,71.99,3.7,22.96,3.3,36.04,3.48
58,100,0.55,4.03,21.31,25.34,54.4,0,0,76.21,4.9,22.21,1.7,36.69,3.82
58,103,0.52,2.88,19.91,22.79,50.9,0,0,82.98,4.4,20.58,0.4,27.55,3.64
49,99,0.51,2.4,18.81,21.21,37.9,0,0,87.99,3.6,19.36,0,27.86,1.99
49,103,0.59,6.04,25.41,31.46,25.2,0,0,90.11,3.5,18.71,0,31.45,2.47
41,86,0.58,6.09,33.69,39.78,4.6,0,0,93.08,2.9,17.96,0,39.86,1.32
26,63,0.61,5.23,29.27,34.5,5.9,0,0,96.1,2.5,17.78,0,40.18,2.41
11,43,0.46,3.62,19.86,23.47,10.8,0,0,96.01,2.2,16.84,0,45.71,2.65
11,24,0.45,2.23,21,23.23,11.2,0,0,96.15,2.2,16.62,0,53.57,2.77
13,13,0.42,2.09,20.35,22.44,11.2,0,0,96.21,2,16.32,0,49.63,2.92
11,9,0.43,1.83,16.45,18.28,13.4,0,0,96.3,2.1,16.45,0,31.35,2.85
16,20,0.45,1.91,16.71,18.62,11.6,0,0,96.43,3,17.36,0,33.24,1.97
17,35,0.45,4.24,20.21,24.45,6.7,0,0,96.5,2.8,17.32,0,33.59,2.4
9,32,0.42,4.86,18.3,23.17,4.4,0,0,96.44,1.7,16.71,0,67.27,2.58
0,21,0.43,4.74,16.69,21.44,4.4,0,0,96.45,2.1,16.74,0,31.61,0.74
4,19,0.42,6.29,16.25,22.53,4.5,0,0,96.48,2.2,16.64,0,34.55,2.16
8,14,0.4,1.72,9.8,11.51,7.3,0,0,96.45,1.8,16.31,0,35.33,2.56
9,10,0.42,4.27,11.96,16.23,8,0,0,96.47,1.9,16.25,0.1,46.82,2.24
8,12,0.41,5.64,12.08,17.73,12,0,0,96.52,2.3,16.31,0.9,26.48,2.19
14,26,0.43,10.47,11.75,22.21,14.7,0,0,96.71,2,17.71,3,307.67,0.8
27,45,0.35,5.58,8.89,14.47,32.8,0,0,73.81,1.9,23.37,5.1,192.45,2.47
31,47,0.26,2.85,6.92,9.77,41.6,0,0,55.4,2.3,25.37,6.4,189.96,3.32
31,46,0.36,3.13,12.97,16.1,51.1,0,0,54.22,3.2,26.07,6.2,184.06,4.33
39,67,0.42,3.05,15.86,18.91,55.2,0,0,57.53,3.2,25.8,5.8,225.62,3.04
41,71,0.36,4.88,11.49,16.36,29.8,0,0,85.42,1.7,17.91,2.6,44.27,3.82
28,42,0.35,3.02,10.69,13.72,28.9,0,0,91.69,1.7,15.77,0.9,36.87,4.64
16,20,0.37,2.37,10.01,12.38,28.4,0,0,93.19,1.8,15.14,0.3,43.48,3.84
16,18,0.4,1.83,11.75,13.58,24.7,0,0,96.38,1.6,15.08,0,30.09,3.29
15,18,0.38,1.51,10.49,12,23.2,0,0,96.5,1.5,15.04,0,29.38,2.7
15,19,0.39,1.56,10.49,12.04,19.7,0,0,96.42,1.4,15.06,0,34.28,3.07
22,27,0.41,1.62,10.38,12,16.6,0,0,96.32,1.4,15.15,0,31.54,3.2
16,29,0.39,1.37,9.92,11.29,15.6,0,0,96.31,1.4,15.21,0,33.15,3.36
3,23,0.43,1.56,13.05,14.61,11.4,0,0,96.35,1.6,15.46,0,34.6,3.55
4,16,0.42,1.85,21.16,23.01,7.5,0,0,96.34,2.4,15.49,0,33.61,3.57
7,14,0.4,1.4,15.66,17.06,13.4,0,0,96.34,1.9,15.24,0,30.2,3.28
5,16,0.4,1.38,14.69,16.08,13.1,0,0,96.35,1.7,15.17,0,26.57,2.93
3,12,0.4,1.25,12.91,14.16,11.8,0,0,96.39,1.5,15.31,0,24.72,2.15
5,18,0.41,4.22,17.54,21.76,7.7,0,0,96.45,1.7,15.43,0,28.09,2.47
9,23,0.42,7.57,20.2,27.78,3,0,0,96.43,1.6,15.4,0,24.95,1.47
12,20,0.43,9.79,19.21,29,2.5,0,0.2,96.44,1.6,15.46,0,30.86,1.62
7,22,0.42,11.14,20.3,31.44,2,0,0,96.43,1.9,15.4,0,25.73,2.35
5,21,0.4,5.32,17,22.32,5.3,0,0,96.44,1.9,15.37,0.1,31.88,1.97
8,15,0.38,5.02,15.21,20.24,10.4,0,0,96.48,1.9,15.34,0.3,41.86,4.64
2,12,0.34,3.04,13.38,16.42,23,0,0,96.45,1.7,14.81,0.7,44.48,4.97
0,12,0.34,3.97,15.76,19.73,20.5,0,0,96.42,1.8,14.48,1.1,50.45,4.35
6,17,0.38,6.6,15.97,22.57,17.7,0,0,96.43,1.6,14.59,1.7,42.78,4.69
8,19,0.42,9.8,20.38,30.18,13.3,0,0,96.42,2.1,13.88,1.4,39.24,6.4
4,13,0.34,7.01,16.31,23.32,17,0,0,96.34,1.7,13.61,1.4,38.02,4.36
3,15,0.32,5.68,16.66,22.34,16.2,0,0,96.35,1.4,13.64,0.8,39.13,4.81
0,17,0.32,4.23,16.56,20.79,15.8,0,0,96.33,1.4,13.41,0.3,40.09,5.26
0,15,0.34,4.35,20.26,24.61,12.9,0,0,96.31,1.5,13.28,0.1,44.47,5.86
10,15,0.33,2.78,20.71,23.49,13.7,0,0,96.3,1.5,13.22,0,37.85,5.98
14,11,0.32,2.34,20.18,22.52,13.9,0,0,96.29,1.7,13.31,0,42.11,5.38
12,13,0.32,2.48,19.74,22.22,12.8,0,0,96.37,2.1,13.33,0,35.01,6.26
11,16,0.3,2.32,17.96,20.28,15.3,0,0,96.38,2.3,13.16,0,34.26,5.44
7,20,0.28,2.01,16.98,18.99,15.8,0,0,96.35,2.2,13.16,0,51.06,4.79
0,23,0.25,2.04,17.27,19.31,13.4,0,0,96.36,2.2,13.29,0,40.29,4.59
4,21,0.26,2.13,18.3,20.43,13.3,0,0,96.38,2.5,13.35,0,42.77,5.34
10,11,0.27,2.29,19.71,22,13.6,0,0,96.42,2.5,13.33,0,44.99,5.51
4,8,0.24,1.79,11.94,13.73,21.6,0,0,96.74,1.8,13.29,0,44.72,5.21
2,14,0.19,1.72,11.37,13.09,23.3,0,0,96.82,1.6,13.17,0,55.02,5.78
3,11,0.17,1.7,9.3,11,26.2,0,0.2,96.81,1.4,12.88,0,44.5,5.67
6,14,0.16,1.7,7.9,9.6,26.7,0,0,96.79,1.2,12.73,0,39.43,4.33
3,13,0.18,0.86,10.3,11.16,23.2,0,0.2,96.82,1.2,12.71,0,37.79,5.06
0,10,0.18,0.86,10.35,11.21,22.9,0,0,96.97,1.4,12.66,0,49.84,5.9
0,12,0.2,1.31,15.52,16.84,16.2,0,0,97.09,1.6,12.45,0.1,46.8,5.99
2,10,0.21,1.77,16.17,17.94,17.1,0,0,97.14,1.7,12.4,0.2,46.55,5.76
5,9,0.22,2.1,15.43,17.53,19.7,0,0,97.23,1.5,12.41,0.4,48.35,6.35
5,13,0.21,2.33,16.49,18.82,18.1,0,0,97.32,1.5,12.05,0.4,41.27,6.35
4,17,0.19,2.37,14.05,16.43,20.7,0,0,97.28,1.5,11.84,0.9,37.78,6.86
2,12,0.19,2.78,13.52,16.31,21.7,0,0,97.27,1.5,11.69,1.2,40.81,6.47
4,11,0.2,2.45,12.47,14.92,22,0,0,97.3,1.5,11.55,1.1,47.22,6.06
3,13,0.23,2.58,14.85,17.43,19,0,0,97.34,1.6,11.32,0.6,43.39,5.49
2,16,0.26,2.84,17.49,20.33,15.6,0,0,97.35,1.8,11.25,0.3,36.41,5.62
7,23,0.27,1.88,16.44,18.32,15.8,0,0,97.37,1.9,11.21,0.1,43.01,4.98
13,30,0.3,1.45,20.92,22.37,12.6,0,0,97.68,2.2,11.36,0,37.14,6.22
18,33,0.29,1.25,21.16,22.41,13,0,0,98,2.4,11.51,0,48.32,6.84
19,28,0.23,1.01,16.51,17.52,18.6,0,0.2,98.16,2,11.54,0,44.02,6.72
9,17,0.23,0.93,13.12,14.05,22.5,0,0,98.11,1.6,11.43,0,42.3,6.66
0,15,0.22,0.81,12.4,13.21,23.6,0,0,97.88,1.5,11.02,0,44.75,6.37
0,15,0.22,0.87,12.78,13.65,23.8,0,0,97.67,1.5,10.74,0,49.12,5.94
0,12,0.22,0.87,12.91,13.77,23.8,0,0,97.55,1.7,10.64,0,40.77,5.45
5,13,0.22,0.8,11.61,12.41,24.2,0,0,97.52,1.7,10.69,0,51.65,4.85
3,19,0.22,0.73,12.02,12.75,23.2,0,0,97.53,2,10.7,0,36.47,5.38
0,17,0.25,0.6,12.77,13.37,23.2,4.14,0.4,97.52,2.4,10.61,0,41.92,6.28
3,11,0.24,0.66,9.12,9.78,27.8,0,0.4,97.58,1.3,10.58,0,56.23,6.39
11,11,0.24,0.68,8.8,9.48,28.9,3.87,0.2,97.51,1.6,10.47,0,34.23,6.41
4,13,0.24,0.82,7.78,8.61,28.8,0,0.2,97.48,1.5,10.4,0,39.95,6.44
0,10,0.24,0.77,8.61,9.39,27.4,0,0.2,97.47,1.5,10.3,0,39.56,6.6
2,13,0.28,0.88,8.71,9.58,25.8,4.06,0.4,97.49,1.3,10.27,0.1,41.86,5.71
2,14,0.31,1.27,10.48,11.75,23.4,0,0,97.61,1.4,10.33,0.2,40.71,5.44
5,10,0.33,1.68,12.68,14.35,21.4,4.27,0.6,97.93,1.3,10.43,0.3,41.56,5.23
6,14,0.37,1.87,13.76,15.62,20.1,4.26,0.2,98.06,1.3,10.53,0.5,35.93,6.13
6,16,0.36,1.95,13.58,15.53,21.1,0,0.2,98.17,1.5,10.51,0.6,37.92,5.92
12,11,0.36,2.07,13.81,15.88,21.5,0,0.2,98.25,1.4,10.5,0.6,45.84,5.35
18,11,0.4,1.93,14.93,16.86,20.5,4.29,1.4,98.35,1.3,10.54,0.5,45.39,5.62
16,11,0.54,2.02,17.74,19.76,18.9,0,0.2,98.44,1.4,10.54,0.3,41.53,5.04
11,14,0.61,1.65,15.8,17.45,20.4,0,0.2,98.51,1.2,10.52,0.2,44.18,5.55
7,19,0.67,1.35,16.33,17.68,19.4,4.4,0,98.53,1.3,10.53,0.1,59.79,6.04
11,20,0.76,1.11,19.18,20.29,15.8,0,0.4,98.38,1.4,10.58,0,41.03,5.82
13,19,0.82,0.96,18.41,19.38,15.8,4.29,0.6,98.34,1.5,10.43,0,45.86,6
10,16,0.66,0.9,16.03,16.93,19.6,4.28,0.4,98.29,1.5,10.17,0,41.59,7.27
7,15,0.53,0.86,13.58,14.43,23.6,0,0,98.28,1.5,10,0,38.53,7
13,13,0.43,0.81,12.05,12.86,25.7,4.27,0.4,98.22,1.6,9.86,0,43.21,6.74
12,8,0.41,0.8,11.77,12.57,26.6,0,0.2,98.22,1.5,9.84,0,48.32,7.35
3,10,0.38,0.77,11.6,12.37,26.6,0,0.2,98.2,1.7,9.88,0,49.03,7.24
5,6,0.31,0.87,9.47,10.34,29.7,4.21,0.2,98.12,1.6,9.77,0,49.78,8.05
3,5.5,0.26,0.75,6.56,7.3,33,0,0,98.14,1.2,9.63,0,53.1,7.45
0,5,0.26,0.62,6.19,6.82,32.9,0,0.6,98.1,1.3,9.48,0,59.39,7.61
0,9,0.24,0.63,6.14,6.77,33,0,0,98.22,1.6,9.41,0,43.22,6.6
6,12,0.24,0.58,6.26,6.84,32.1,0,0,98.43,1.7,9.42,0,50.75,6.51
8,12,0.22,0.84,6.25,7.09,32.7,0,0,95.42,1.3,9.4,0,38.37,5.99
7,14,0.22,0.92,7.8,8.72,30.9,0,0,91.21,1.4,9.58,0,51.45,6.56
5,8,0.26,1.19,10.28,11.47,28.6,0,0,88.88,2,9.9,0.1,39.27,5.74
3,5,0.26,1.9,10.11,12.01,29.4,0,0,85.19,2.1,10.59,0.9,53.94,6.34
2,15,0.27,2.74,9.57,12.31,30.6,0,0,80.36,1.8,11.83,1.9,57.15,6.85
7,20,0.27,3.59,10.81,14.4,30.9,0,0,77.53,2.1,12.9,3.6,55.9,7.44
11,19,0.25,3.34,8.95,12.29,33.9,0,0,75.47,1.8,13.61,4.7,61.74,7.64
11,24,0.26,3.47,9.07,12.54,34.9,0,0,75.26,2.2,13.96,5.4,53.76,7.2
20,32,0.32,3.96,10.18,14.14,34.3,0,0,73.91,2.8,14.29,4.8,79.89,5.93
