PM25,PM10,CO,NO,NO2,NOx,O3,RAINFALL,RH,SO2,TEMP,UVB
23,23,0.2,1.65,7.33,8.98,52.2,0,94,3.3,22.08,0.1
24,24,0.27,1.83,9.54,11.37,47.9,0,93,2.9,22.08,0.1
28,28,0.25,1.57,7.19,8.76,51.3,0,93,2.8,21.96,0
27,29,0.26,1.62,8.05,9.66,43,0,94,3.3,21.9,0
25,26,0.24,1.42,5.26,6.67,43.5,0,93,2.7,21.64,0
21,22,0.21,1.77,4.25,6.02,40.5,0,88,2.5,21.66,0
12,10,0.2,1.83,4,5.84,41.9,0,90,2.8,21.69,0
20,24,0.24,1.7,6.22,7.92,35,0,90,4.2,21.68,0
17,18,0.19,1.9,4.17,6.07,41.6,0,83,2.6,22.32,0
6,19,0.15,1.94,2.16,4.1,36,0,85,1.9,22.29,0
5,16,0.15,2.24,1.94,4.18,19.9,0,85,2,21.61,0
10,14,0.16,2.21,2.97,5.17,29.3,0,88,1.7,21.54,0
5,14,0.15,2.48,3.39,5.87,27.3,0,87,1.8,21.2,0
11,13,0.14,2.08,3.97,6.05,26.4,0,88,2.1,21.27,0.1
14,16,0.16,2.58,3.92,6.5,26.2,0,88,2.4,21.76,0.3
18,21,0.2,3.34,5.38,8.72,29.4,0,91,3.9,23.31,1.3
26,32,0.28,3.58,8.57,12.15,30.1,0,89,4.8,22.71,1.1
26,32,0.3,3.06,8.92,11.98,33.1,0,87,3.6,23.22,1.5
25,30,0.26,2.44,5.64,8.08,49.2,0,94,3.3,26.15,6
20,24,0.22,2.2,3.66,5.86,51.1,0,89,2.1,24.43,2.8
12,17,0.19,2.55,2.92,5.48,45.8,0,89,2.2,24.31,3.3
12,17,0.19,2.78,3.8,6.58,47.9,0,88,3.1,25.34,4.7
14,20,0.2,2.79,3.43,6.22,51.3,0,88,2.8,25.05,2.6
21,27,0.23,2.42,3.44,5.86,55.5,0,90,3.1,24.28,1.2
25,28,0.37,2.61,9,11.61,46.5,0,90,3.5,23.25,0.3
32,30,0.28,2.52,5.87,8.39,58.8,0,87,5,22.96,0.2
23,27,0.23,2.35,3.29,5.64,47.2,0,89,2.7,22.6,0
19,18,0.2,2.07,2.21,4.28,54.5,4,90,3.1,21.89,0
15,15,0.18,2.34,2.58,4.92,45.8,2.4,90,4.1,21.54,0
11,11,0.18,2.23,2.58,4.81,40.2,0,89,2.9,21.5,0
9,9,0.17,2.37,2.36,4.72,35.1,0,90,3,21.34,0
8,8,0.17,2.27,2.39,4.66,31.7,0,91,2.9,21.4,0
9,9,0.19,2.7,2.58,5.28,31.2,0,91,1.9,21.32,0
12,13,0.19,2.41,1.95,4.36,38.7,0,90,1.7,21.32,0
10,9,0.16,2.3,1.34,3.64,32.7,0,91,1.7,20.99,0
12,14,0.16,2.45,1.18,3.63,33.6,0,91,0.8,20.99,0
13,15,0.17,2.23,1.19,3.42,39.1,0,91,0.7,21.12,0
12,12,0.18,0.1,1.98,2.09,28.8,1.4,91,0.6,21.34,0
7,6,0.18,1.44,3.555,5,35.9,1,90,0.4,21.31,0.1
6,9,0.18,0.265,3.955,4.23,36.5,0.2,92,1,21.47,0.3
6,8,0.19,0.3475,4.9425,5.3,32.5,0,92,1.1,21.61,0.7
10,14,0.25,0.43,5.93,6.37,31.2,0.2,90,1.6,21.88,1.1
7,9,0.21,0.31,3.85,4.16,39,0,91,1.2,21.9,1.5
7,8,0.17,0.12,1.27,1.38,43.6,0,93,0.6,21.65,2.1
9,9,0.17,0.15,1.15,1.3,40.9,0,91,0.7,21.41,1.3
10,12,0.17,0.08,1.04,1.12,40.4,0,91,0.6,21.58,1.2
8,10,0.21,0.08,1.26,1.34,42.8,0,93,0.7,21.85,1.7
6,12,0.23,0.08,1.48,1.56,42.8,0.4,91,0.6,22.28,1.6
5,12,0.25,0.105,1.88,1.985,42.4,2,91,0.6,21.64,0.3
9,12,0.26,0.13,2.28,2.41,38,0,90,0.7,21.99,0.3
6,6,0.26,0.03,1.96,1.99,41.5,0.4,90,0.8,21.49,0
3,6,0.24,0.11,1.06,1.17,47.6,0.2,91,0.5,21.17,0
2,4,0.25,0.055,1.595,1.65,53.3,0,91,0.7,20.79,0
3,1,0.25,0.0675,1.4125,1.48,57.2,0.2,91,0.8,20.7,0
4,3,0.24,0.08,1.23,1.31,47.3,0,91,0.9,20.94,0
3,3,0.24,0.15,1.79,1.935,53.7,0,90,0.9,21.14,0
5,5,0.23,0.175,2.19,2.36,45.5,0,91,0.8,21.15,0
6,4,0.21,0.165,1.58,1.74,42.9,0.2,91,0.7,21.11,0
6,5,0.19,0.14375,1.75625,1.895,42.5,0,91,0.5,21.03,0
8,9,0.14,0.185,1.945,2.1225,34.9,0.4,90,1.7,21.05,0
8,8,0.13,0.1925,1.84,2.025,38.5,0,90,2.1,21.09,0
8,10,0.13,0.2025,2.0225,2.21625,34.2,0,91,1.9,21.08,0.1
12,15,0.15,0.21125,2.06125,2.263125,29.6,0,92,2.4,21.58,0.4
13,14,0.16,0.22,2.1,2.31,29.1,0,92,2.4,22.16,1.5
8,8,0.19,0.185,2.055,2.235,37.4,0,91,2.1,22.99,1.8
9,9,0.2,0.15,2.01,2.16,37.4,0.2,94,2.4,22.99,1.8
7,10,0.19,0.11,1.63,1.74,40.4,4,96,2.2,22.79,3.1
7,10,0.18,0.17,1.01,1.18,45,0,94,2.6,23.92,4.9
10,9,0.18,0.465,2.425,2.89,36.9,0.2,93,2.6,23.15,2.9
6,4,0.18,0.475,1.925,2.4,44.4,3.4,95,2.8,22.37,1.1
8,8,0.18,0.6275,2.3825,3.01,46.1,0,97,3,22.2,1
6,9,0.21,0.78,2.84,3.62,51.6,5.8,95,2.9,21.59,0.4
7,8,0.26,1.13,5.44,6.58,48.7,6.6,96,2.8,21.5,0.1
4,8,0.16,2.41,2.87,5.28,43.2,12.4,95,3,20.98,0
8,9,0.16,2.98,4.53,7.51,38.3,5.4,96,3.1,21.21,0
7,7,0.26,2.93,11.05,13.97,32.5,3.4,96,3.3,21.49,0
7,6,0.59,3.19,22.86,26.05,20.1,0.8,96,3.3,21.51,0
3,4,0.21,3.05,5.38,8.43,33.3,0.2,97,3.2,21.13,0
3,2,0.17,3.14,3.24,6.38,37.4,1.2,98,3,20.71,0
2,1,0.15,3.44,1.13,4.56,42.2,0,96,2.8,20.33,0
4,6,0.15,3.6,0.74,4.34,41,0,97,3,20.15,0
6,7,0.15,3.76,0.36,4.11,40.6,0,95,3.1,20.61,0
7,8,0.16,3.11,2.85,5.96,33.9,0,96,3.2,20.7,0
5,4,0.15,3.55,1.79,5.34,34.3,0,96,2,20.57,0
8,9,0.17,3.93,4.26,8.2,25.8,0,92,2.1,20.63,0
6,5,0.14,2.97,2.2,5.17,27.1,0,88,1.7,20.64,0.1
4,6,0.14,2.84,1.5,4.34,29.4,0,88,1.8,20.98,0.6
9,17,0.15,3.9,2,5.9,26.7,0,94,1.9,23.5,2.1
13,18,0.21,4.6,5.64,10.24,25,0.2,93,2.8,23.97,2.5
18,24,0.24,4.89,7.06,11.96,28.3,0,91,3.2,23.84,2.4
16,20,0.22,4.76,5.35,10.11,29.4,0,92,4.1,23.56,2.3
10,10,0.23,4.84,5.3,10.14,28.2,0,91,2.9,22.19,1.1
10,11,0.21,4.54,5.19,9.73,32.2,1,90,2.8,22.35,1.5
7,8,0.23,4.49,8.95,13.44,43.7,1,92,2.5,22.04,2
8,8,0.18,4.14,3.05,7.19,39.1,0,90,2,22.09,2.2
6,7,0.18,4.2,2.37,6.58,33.8,0.8,90,2.3,22.1,1.1
9,9,0.18,4.27,2.66,6.93,39.6,0.4,91,2.2,21.8,0.7
12,12,0.17,3.74,1.1,4.84,42.8,0,91,1.9,22.02,0.5
5,6,0.17,4.1,1.43,5.53,35.2,0,89,1.8,21.45,0
6,11,0.16,4.22,1.47,5.69,34.5,0,89,1.9,20.83,0
7,10,0.17,4.06,1.93,5.99,36.4,0,90,1.9,20.94,0
6,9,0.16,4.4,2.28,6.68,31.5,0,88,2.1,20.68,0
7,10,0.16,4.08,1.66,5.74,31.5,0,89,1.9,20.74,0
5,7,0.16,3.95,1.78,5.73,29.3,0,89,2.1,20.56,0
7,10,0.16,4.02,1.81,5.83,28,0,90,1.8,20.47,0
9,11,0.18,4.11,2.87,6.99,28.8,0,88,2.5,20.94,0
4,6,0.17,3.66,3.73,7.39,28.9,0,90,2.4,20.81,0
6,9,0.22,4.04,4.34,8.38,22.2,0,91,2.8,20.59,0
6,6,0.2,4.31,3.95,8.25,23.9,0,91,2.9,20.4,0
10,14,0.15,2.07,2.71,4.78,27.5,0,90,3.1,20.6,0
10,14,0.16,2.6,3.42,6.01,28.9,0,91,4.4,21.12,0.1
10,7,0.17,2.54,3.26,5.8,28.8,0,90,5.3,21.43,1
9,13,0.15,2.82,1.78,4.61,28.9,0,91,4.2,23.41,3.4
13,15,0.15,3.02,3.05,6.07,28.9,0,90,5.4,23.84,3.4
14,17,0.17,2.53,2.14,4.68,30.5,0,91,5,24.24,4.2
14,18,0.21,2.3,3.74,6.04,32.9,0.4,90,4.9,23.36,2
8,12,0.17,2.54,2.35,4.89,35,0.2,89,3.2,22.92,2.6
6,6,0.14,2.18,1.65,3.83,38.3,0.2,91,2.8,22.27,2.6
6,7,0.14,2.3,0.96,3.27,38.8,0.2,90,2.3,21.69,1.5
7,8,0.14,7.3,2.24,9.54,36.5,0.8,90,2.5,21.73,0.9
5,13,0.15,2.05,1.12,3.17,39.6,2,90,2.6,21.41,0.2
2,8,0.16,2.15,1.25,3.41,40.7,1.6,90,2.5,21.21,0.1
3,3,0.14,1.87,1.17,3.04,42.7,5,90,2.2,21.16,0
4,12,0.15,2.05,1.09,3.15,44.7,0.6,90,2.3,21.09,0
3,15,0.15,2.18,0.72,2.9,43.8,0.4,89,2.3,20.54,0
5,10,0.16,1.81,0.88,2.69,49.5,1.6,85,2.3,19.94,0
6,16,0.16,1.72,0.91,2.63,50.6,0.4,86,2.7,19.66,0
8,16,0.16,1.99,0.85,2.84,52.3,0,87,2.4,20.17,0
9,17,0.18,1.79,1.96,3.75,40.7,0,88,2.3,19.54,0
7,7,0.16,2.43,1.05,3.48,46.3,0,88,2.5,19.68,0
6,12,0.15,2.5,0.79,3.29,49.8,0,82,2.6,19.72,0
10,18,0.15,2.27,0.75,3.02,52.6,0,89,2.3,19.8,0
8,8,0.14,2.39,0.48,2.87,48.2,0,90,2.2,19.49,0
10,15,0.15,2.45,0.49,2.94,45.9,0,89,2.2,19.25,0
9,12,0.15,2.43,0.26,2.68,42.3,0,88,2.3,19.57,0.2
11,20,0.16,2.62,0.37,2.99,49.5,0.4,91,2.3,19.39,0.6
13,19,0.16,3,0.05,3.05,45.8,0,93,2.3,20.3,1.6
12,14,0.16,2.63,0.41,3.04,51.6,0,95,2.2,19.75,2.1
11,15,0.15,2.56,0.38,2.94,51.6,0,94,2.4,20.57,2.9
8,11,0.15,2.83,0.15,2.98,50.8,0.4,92,2.3,20.12,1.7
6,10,0.16,3.07,0.29,3.37,48.8,5.6,92,2.2,20.04,1.2
7,10,0.15,2.955,0.33,3.29,50.8,5.2,92,2.3,19.88,1.1
5,10,0.16,2.84,0.37,3.21,48,9.2,95,2.4,20.05,0.6
3,9,0.15,2.61,0.16,2.77,51.8,10,94,2.4,19.02,0.2
3,8,0.15,2.28,0.09,2.37,54.6,8.2,94,2.4,18.63,0.1
7,8,0.14,2.11,0.25,2.36,53.2,4.6,94,2.4,18.96,0.1
6,7,0.14,2.39,0.25,2.645,49.9,3.6,95,2.4,19.36,0
5,6,0.12,2.67,0.25,2.93,42.6,0.2,93,2.5,19.7,0
5,5,0.12,2.61,1.26,3.88,34.7,0,93,2.4,19.71,0
4,7,0.12,2.62,0.39,3.02,36.1,0,93,2,19.8,0
3,8,0.11,2.29,0.27,2.56,38.7,0,88,2.4,19.84,0
5,8,0.12,2.56,0.57,3.13,36.2,0,91,2.5,20.59,0
8,11,0.14,2.57,4.75,7.32,25.9,0,93,4.2,19.95,0
9,12,0.19,2.27,8.71,10.98,17,0,93,3.7,19.75,0
5,8,0.14,2.67,3.61,6.28,30.1,0.2,93,3.3,20.1,0
5,5,0.13,2.82,1.62,4.44,35.4,0.2,95,1.1,20.03,0
5,7,0.13,2.38,2.36,4.73,33.1,0,97,1.3,20.01,0
4,5,0.12,0.76,3.45,4.21,31.8,0.8,97,1,20.04,0
5,5,0.11,0.9,3.5,4.4,31.7,0,97,1.3,19.99,0.1
6,8,0.13,0.7,3.12,3.82,31.4,0,96,1.5,20.44,0.3
5,6,0.15,1.15,3.51,4.65,32.8,0,96,1.8,20.61,0.5
5,5,0.13,1.24,2.83,4.07,35.4,0.2,98,1.7,20.64,0.9
10,11,0.11,0.74,3.08,3.81,33.5,0,98,2.95,20.64,1.9
15,19,0.12,0.815,4.675,5.485,39.75,0,98,3.525,21.15,2.3
13,15,0.115,0.89,6.27,7.16,46,0,96,4.1,21.18,1.5
5,14,0.11,0.65,2.84,3.49,39.3,0,96,1.5,20.57,0.9
11,12,0.11,1.23,3.94,5.17,34,0,96,1.3,20.47,0.9
11,12,0.11,0.96,3.89,4.85,28.2,0.4,96,1.4,20.4,0.3
15,18,0.14,0.72,8.12,8.84,30.1,0.8,96,2,20.68,0.1
19,24,0.24,1.3,15.37,16.68,28.4,0,96,2.9,20.79,0.1
13,18,0.3,1.07,18.85,19.91,25.6,0,96,2.7,20.86,0
24,29,0.25,0.91,15.32,16.23,23.7,0,96,3.4,21.02,0
26,31,0.29,1.07,15.54,16.62,18.7,0,96,3.3,21.07,0
18,22,0.2,0.98,9.87,10.84,20.1,0,96,2.4,20.98,0
14,18,0.19,0.94,8.92,9.86,20.5,0,96,2,20.93,0
13,17,0.19,1.04,9.26,10.29,18.2,0,96,2.3,20.83,0
13,17,0.17,0.74,8.36,9.1,18.4,0,96,2.2,20.85,0
15,20,0.19,0.71,10.15,10.87,15.1,0,95,3.1,20.84,0
15,20,0.14,0.86,8.61,9.47,14.7,0,95,3.8,20.84,0
7,10,0.135,0.88,5.92,6.8,16.9,0,91,2.9,20.77,0
8,13,0.125,0.96,6.26,7.22,20.9,0,92,2.6,20.95,0
9,13,0.145,0.18,5.51,5.69,19.3,0,90,2.7,21.09,0
9,12,0.125,1.68,5.61,7.28,17.6,0,90,3.4,21.46,0.3
9,14,0.1275,1.42,4.22,5.64,19.1,0,93,2.2,21.44,0.6
11,17,0.125,3.4,6.59,9.99,19.6,0.2,92,4.2,22.57,2.1
12,17,0.14,4.23,6.96,11.19,21.2,0,90,4.3,23.52,3.5
8,11,0.22,1.81,4.27,6.08,24.8,0,89,2.5,23.99,4.4
11,19,0.215,2.1,5.76,7.86,33.2,0,89,3.4,23.8,4.3
14,24,0.165,0.73,4.96,5.7,41.9,0,92,2.5,25.57,6.9
14,21,0.155,1.17,4.21,5.38,52.2,0,86,2.2,25.1,4.8
16,25,0.14,0.54,4.02,4.57,47.6,0,92,2.4,25.2,4.2
13,20,0.1325,0.58,3.94,4.51,43.5,0,88,2.1,23.6,1.9
15,23,0.1325,0.79,4.16,4.94,41.8,0,88,2.4,23.78,1.1
14,19,0.1325,0.81,4.06,4.86,35.4,0,87,2.4,22.48,0.2
15,23,0.18,0.68,5.75,6.42,30.6,0,90,2.7,21.87,0
14,21,0.1525,0.36,7.62,7.98,25,0.2,87,3.3,21.28,0
15,22,0.14,0.415,8.43,8.845,23.6,0,91,3.2,21.31,0
16,24,0.13625,0.47,9.24,9.71,20.3,0,92,3.6,21.2,0
14,19,0.16,0.7,12.57,13.28,15.5,0,91,4.9,21.09,0
12,13,0.14,0.41,11.04,11.45,18.1,0,86,5.9,21.34,0
13,19,0.15,0.48,10,10.48,19.6,0,88,5.9,21.58,0
10,12,0.145,0.65,8.24,8.89,20,0,84,3.5,21.71,0
9,13,0.14,1.05,6.11,7.16,20.7,0,81,4,22.1,0
8,10,0.12,0.56,4.59,5.15,22,0,84,2.3,22.1,0
7,9,0.11,0.07,3.07,3.14,22.1,0,84,2.2,22.28,0
9,14,0.11,2.07,3.52,5.59,19.7,0,85,2.1,22.08,0
8,10,0.11,2.07,2.54,4.62,19.1,0,86,1.8,22.02,0.3
7,9,0.1,2.18,1.93,4.11,18.8,0,86,2,22.33,0.9
10,16,0.12,3.27,2.71,5.98,18.6,0,89,2.3,22.73,2.2
13,20,0.15,4.13,4.35,8.47,20.2,0,87,3.4,22.8,2.6
14,21,0.15,2.79,3.84,6.63,29,0,84,2.6,24.19,5.6
14,22,0.15,2.52,3.5,6.02,33.9,0,83,2.5,25.06,5.4
13,20,0.16,2.73,3.41,6.14,32.8,0,83,1.9,23.38,2.2
12,18,0.15,2.27,3.11,5.37,31.7,0,83,1.7,23.17,2.3
14,19,0.14,2.42,3.02,5.45,30.5,0,82,1.7,22.66,1.4
15,17,0.14,2.9,3.28,6.18,27.3,0,80,2.3,23,1.3
15,13,0.13,2.82,2.92,5.74,23.8,0,82,2.9,22.64,0.5
16,16,0.12,2.8,2.87,5.67,22,0.2,81,2.7,22.16,0.2
18,24,0.13,2.3,4.06,6.36,20.8,0,81,2.6,22.3,0
21,30,0.16,1.86,6.29,8.15,21.6,0,84,3.2,22.29,0
21,26,0.17,1.88,6.28,8.17,22.5,0,84,2.7,22.25,0
16,18,0.17,1.7,5.93,7.62,20.7,0,85,2.6,22.3,0
18,25,0.17,1.92,6.52,8.44,19.7,0,86,2.9,21.85,0
14,20,0.17,2.08,9.19,11.27,15,0,84,4.7,21.82,0
12,15,0.15,1.73,7.11,8.84,14.8,0,84,3.5,21.68,0
8,11,0.11,1.73,3.52,5.26,16.3,0,84,2.2,21.5,0
9,15,0.11,1.71,5.41,7.12,14.8,0,88,3.4,21.18,0
6,12,0.1,1.78,6.51,8.29,13.4,0,85,4.1,21.25,0
8,10,0.1,1.72,5.83,7.55,16.5,0,85,4.2,21.41,0
8,10,0.09,2.17,5.56,7.73,15.9,0,84,3.5,21.35,0.1
9,11,0.1,2.99,5.2,8.19,16.8,0,86,4.1,21.73,0.4
10,14,0.13,3.58,5.52,9.1,18.9,0,86,4.4,22.25,1.4
12,17,0.19,5.63,7.87,13.5,20.7,0,82,4.9,23.59,3.5
18,28,0.28,5.19,10.99,16.18,30.2,0,90,5.6,25.73,5.1
23,33,0.3,3.28,12.51,15.79,43.4,0,85,4.7,25.06,3.9
15,22,0.18,1.56,5.96,7.52,52,0,82,3,26.35,7.1
16,26,0.17,1.94,5.15,7.09,42,0,84,2.9,26.37,5.6
12,18,0.15,2.06,4.38,6.44,47.9,0,85,2.2,26.24,6
13,20,0.28,2.85,4.15,7,44,0,84,2,26.33,5.7
10,16,0.14,2.92,4.63,7.54,14.8,0,85,2.6,26.03,3.8
15,25,0.17,2.05,7.59,9.64,14.95,0,84,3.2,24.64,1.2
16,25,0.18,1.65,8.96,10.61,16.9,0,85,3.3,23.13,0.2
17,28,0.19,1.9,11.26,13.16,28.25,0,88,3.5,22.61,0
16,23,0.2,1.66,13.06,14.72,27.55,0,87,3.6,22.33,0
7,7,0.22,1.92,14,15.93,28.55,0,84,4.8,22.24,0
8,12,0.23,1.38,13.45,14.83,14.025,0,85,4.9,22.23,0
9,14,0.24,2.1,15.98,18.08,20.675,0,82,5.7,21.96,0
8,13,0.19,2.23,13.64,15.87,20.825,0,86,4.9,21.99,0
8,13,0.16,1.96,11.34,13.3,16.8875,0,86,5,21.58,0
6,10,0.13,1.69,9.7,11.38,14.99375,0,87,4.7,21.44,0
7,8,0.12,1.54,7.74,9.28,13.1,0,87,6,21.39,0
6,9,0.12,1.57,6.68,8.25,16,0,88,3.8,21.27,0
6,8,0.11,1.73,6.93,8.66,16.4,0,86,3.3,20.92,0
6,7,0.11,2.44,5.27,7.72,16.8,0,84,3.1,21.32,0.1
7,13,0.11,3.09,3.91,6.99,19.2,0,84,2.8,22.27,0.5
7,10,0.14,4.34,5.23,9.57,20.5,0,82,5,22.6,1.5
12,21,0.23,5.29,8.49,13.78,25.5,0,83,5.1,24.01,3.3
12,22,0.2,4.05,7.41,11.46,30.6,0,82,3.7,25.46,5.2
12,23,0.14,2.95,3.84,6.79,39.6,0,82,2.5,26.56,7.1
14,26,0.16,2.59,4.5,7.09,47.4,0,84,2.4,25.28,4.9
12,20,0.15,2.41,4.29,6.7,30.5,0,87,4.15,24.07,2.4
14,24,0.145,2.235,4.935,7.175,13.8,0,87,2.85,22.7,0.9
14,22,0.14,2.06,5.58,7.65,26.9,0,87,3.675,22.87,0.9
14,22,0.14,1.77,6.23,8,40,0,89,3.4375,22.96,0.9
7,12,0.13,2.65,5.04,7.69,30.2,0,87,3.2,22.85,0.6
9,17,0.13,2.52,5.89,8.41,25.6,0,86,3,22.48,0.1
8,13,0.14,2.34,6.72,9.06,21.9,0,86,3.2,22.26,0
12,22,0.19,2.69,9.74,12.43,18.9,0,87,4.3,21.98,0
14,22,0.21,2.46,11.91,14.37,16.9,0,87,4.3,21.93,0
9,13,0.23,2.97,12.86,15.83,15.9,0,86,4.4,21.84,0
9,13,0.18,2.33,8.21,10.54,18.4,0,86,3.1,21.66,0
7,10,0.13,2.16,5.07,7.23,23.1,0,84,3.1,21.71,0
6,8,0.13,2.18,6.89,9.07,20.4,0,78,4.5,21.95,0
8,12,0.12,1.9,1.9,3.81,26.2,0,80,2.1,22.37,0
6,7,0.15,2.06,4.7,6.76,19.2,0,82,2.7,21.66,0
7,10,0.14,2.04,3.57,5.61,21.3,0,87,1.9,21.75,0
12,20,0.17,2.35,3.71,6.05,24.6,0,86,1.7,21.23,0
18,24,0.21,1.265,3.11,4.37,37.8,0,87,2.3,21.51,0.1
18,23,0.19,0.18,2.51,2.69,41.6,0,83,2.3,22.21,0.6
8,13,0.15,0.96,2.85,3.8,24.3,0,88,2.2,24.27,1.8
15,23,0.17,0.83,2.45,3.28,37.8,0,87,3.8,26.39,4.3
13,18,0.26,1.21,7.56,8.77,45.1,0,75,3.7,26.46,6.4
28,43,0.45,1.06,12.68,13.74,76.6,0,73,4.8,26.89,6.2
30,47,0.37,0.47,11.67,12.15,87.9,0,77,5,26.48,5.7
15,20,0.24,0.49,8.3,8.79,67.2,0,78,4,26.09,5
18,30,0.24,0.39,8.06,8.45,59.4,0,76,3.3,24.15,1.6
20,38,0.22,0.24,8.37,8.61,53.3,0,78,3.8,23.97,0.9
16,31,0.19,0.56,6.34,6.9,51.2,0,77,3.5,24.43,1.5
11,20,0.19,0.51,7.31,7.82,39.4,0,75,3.4,24.18,0.9
13,21,0.19,0.12,7.02,7.15,37.9,0,74,3.3,23.63,0.3
12,23,0.17,0.19,6.675,6.87,30,0,78,2.6,23,0
12,20,0.17,0.26,6.33,6.59,24.6,0,79,2.9,22.55,0
10,13,0.19,0.31,8.37,8.68,19,0,76,3.7,22.34,0
8,12,0.17,0.57,7.86,8.43,16.4,0,78,3.7,22.23,0
10,13,0.2,0.61,8.225,8.84,13.4,0,74,5.4,22.17,0
6,8,0.17,0.65,8.59,9.25,15.1,0,72,3,22.41,0
5,13,0.13,0.33,4.36,4.69,18.8,0,79,2.3,22.64,0
15,26,0.17,0.15,3.97,4.12,25.7,0,81,2.5,21.65,0
14,16,0.18,0.17,4.28,4.44,30.2,0,77,2.8,21.61,0
7,8,0.15,0.22,4.15,4.37,20.7,0,76,3.1,22.13,0
7,8,0.15,0.58,4.19,4.76,19.4,0,74,2.6,22.11,0
7,9,0.12,1.61,3.83,5.44,17.9,0.2,76,3.4,21.61,0
7,10,0.13,2.44,3.97,6.42,18.3,0,79,7,21.93,0.4
9,12,0.14,3.65,3.86,7.51,20.7,0,81,6.2,24.41,2
14,21,0.19,3.68,6.23,9.91,27,0,80,6.3,23.87,2.6
11,15,0.22,3.14,8.61,11.75,25.7,0,79,5.9,22.49,1.3
14,26,0.21,3.47,6.99,10.46,25.9,0,84,4.2,22.75,3.5
13,21,0.23,4.55,11.31,15.86,23.9,0,84,4.9,22.23,1.6
18,27,0.21,2.61,9.36,11.98,27.6,1,85,3.8,21.64,0.3
14,19,0.15,2.09,6.91,9,30.7,0,85,3.5,21.62,0.4
7,11,0.12,1.39,4.24,5.63,25.1,0,85,2.9,21.52,0.4
7,11,0.11,2.39,2.93,5.32,20.6,0,85,2.8,21.53,0.4
8,14,0.11,2.1,2.51,4.61,20.1,0,86,2.4,21.58,0.2
7,11,0.11,1.77,2.28,4.05,19.7,0,86,2,21.56,0
6,7,0.1,1.74,1.82,3.56,18.5,0,86,1.8,21.48,0
6,8,0.1,1.69,1.84,3.53,19.9,0,86,2,21.52,0
6,9,0.13,2.51,9.43,11.94,14.2,0,87,3.1,21.24,0
3,1,0.14,1.41,7.88,9.29,12.4,0,86,2.1,20.99,0
5,8,0.13,1.59,5.29,6.88,15.4,0,84,2.9,21.02,0
5,6,0.13,1.96,4.84,6.8,15,0,84,3.5,21.06,0
4,4,0.14,1.61,7.04,8.65,13.4,0,80,5.2,21.14,0
5,5,0.12,1.65,5.55,7.19,14.7,0,80,4.8,21.27,0
5,6,0.11,1.72,5.62,7.34,15.3,0,79,5.1,21.44,0
6,9,0.11,1.82,4.95,6.77,14.3,0,76,2.1,21.39,0
5,5,0.09,1.51,1.99,3.51,18.1,0,77,1.8,21.76,0
6,8,0.09,2.25,2.49,4.74,16.7,0,76,1.6,21.63,0
7,8,0.1,2.26,0.75,3.01,20.8,0,79,1.2,22.1,0.3
9,12,0.11,2.15,1.28,3.43,22,0,78,1.9,22.58,0.9
9,17,0.1,3.14,1.88,5.02,19.9,0.4,83,2.3,22.65,2.4
6,12,0.12,4.14,2.68,6.82,17.8,0,84,1.9,21.94,2.6
20,28,0.24,6.05,14.75,20.8,17.5,0,84,4.5,21.36,1
15,20,0.21,4.24,10.44,14.68,22.15,0.2,85,3,21.1,0.5
9,13,0.16,3.91,7.55,11.46,24.325,0,83,2.95,21.88,2.2
9,15,0.16,3.58,6.22,9.8,26.5,0,84,2.9,21.43,1.7
9,16,0.15,3.86,7.08,10.94,24.1,0,84,3.5,21.53,1.8
8,12,0.14,4.18,5.94,10.13,21,0,85,2.5,21.39,1
9,13,0.18,5.42,10.32,15.73,18.5,0,86,3.6,20.98,0.8
6,6,0.13,3.67,5.97,9.64,18.4,0,83,2.2,21.27,0.3
7,9,0.13,2.44,5.4,7.83,20,0,79,1.9,21.24,0
7,12,0.16,2.27,4.36,6.63,21.7,0,80,1.5,22.03,0
5,6,0.16,2.02,4.67,6.7,26.1,0,75,2.8,22.62,0
6,9,0.15,2.15,3.32,5.47,25.9,0,76,2.1,22.19,0
11,16,0.16,2.12,3.45,5.57,27.9,0,82,1.7,21.32,0
9,13,0.17,2.67,4.04,6.71,27.2,0,79,1.5,21.16,0
7,9,0.17,2.57,6.6,9.17,18.8,0,78,2.3,21.41,0
8,10,0.18,2.56,9.17,11.72,16.1,0,80,3.1,21.3,0
10,15,0.19,2.58,10.57,13.15,13.7,0,80,4.7,21.34,0
9,14,0.16,2.59,7.32,9.91,13.8,0,83,5.5,20.97,0
12,18,0.15,2.34,7.77,10.11,12.8,0,85,6,20.95,0
8,9,0.13,2.36,5.37,7.73,13.6,0,85,3.8,20.63,0
7,10,0.09,2.55,2.01,4.56,18.5,0,76,1.9,21.92,0.4
6,12,0.1,3.39,1.2,4.59,19.1,0,81,1.8,22.94,1.3
6,6,0.12,3.87,3.4,7.27,19.1,0,79,4.1,22.89,2
6,9,0.12,3.74,2.86,6.6,19.2,0,82,2.4,23.03,2.7
12,22,0.19,6.76,7.79,14.55,20.4,0,83,5.2,24.06,4.1
10,16,0.2,5.86,8.02,13.88,29.6,0,82,4.3,25.74,7.1
10,16,0.16,3.79,5.15,8.94,33.9,0,84,3.9,25.56,6
8,13,0.16,3.87,4.98,8.85,30.1,0,82,3.5,23.86,2.9
